station,date,date_yyyy-mmm,daily_max_temperature,daily_mean_temperature,daily_min_temperature
HKS,2023-03-21,2023-Mar,24.6,23.2,21.9
HKS,2023-03-22,2023-Mar,25.3,24,23.4
HKS,2023-03-23,2023-Mar,26.3,24.5,23.6
HKS,2023-03-24,2023-Mar,27.7,25.2,23.2
HKS,2023-03-25,2023-Mar,26.2,23.4,21
HKS,2023-03-26,2023-Mar,21.8,21,20.2
HKS,2023-03-27,2023-Mar,20.2,18.7,17.6
HKS,2023-03-28,2023-Mar,20.1,18.9,17.7
HKS,2023-03-29,2023-Mar,22.9,20.4,18.7
HKS,2023-03-30,2023-Mar,22.1,21.2,20.3
HKS,2023-03-31,2023-Mar,21.4,20.6,19.9
HKS,2023-04-01,2023-Apr,23.9,21,19.8
HKS,2023-04-02,2023-Apr,22.8,21.7,21.1
HKS,2023-04-03,2023-Apr,22.2,21.5,21
HKS,2023-04-04,2023-Apr,24.9,23.8,21.5
HKS,2023-04-05,2023-Apr,25.1,24.5,23.9
HKS,2023-04-06,2023-Apr,26.1,24.8,21.8
HKS,2023-04-07,2023-Apr,24.6,22.1,20.1
HKS,2023-04-08,2023-Apr,21.8,20.5,19.9
HKS,2023-04-09,2023-Apr,21.7,19.8,17.8
HKS,2023-04-10,2023-Apr,24.7,22,20.1
HKS,2023-04-11,2023-Apr,26.8,24.1,22
HKS,2023-04-12,2023-Apr,27.8,24.3,20
HKS,2023-04-13,2023-Apr,26.2,23.7,21.6
HKS,2023-04-14,2023-Apr,27.7,24.9,23.1
HKS,2023-04-15,2023-Apr,30.2,26.1,22.7
HKS,2023-04-16,2023-Apr,31.2,25.5,21.4
HKS,2023-04-17,2023-Apr,29.5,25.9,21.8
HKS,2023-04-18,2023-Apr,28,25.9,23.8
HKS,2023-04-19,2023-Apr,26.7,25.2,21.9
HKS,2023-04-20,2023-Apr,25.8,24.2,23.2
HKS,2023-04-21,2023-Apr,25.6,24.1,22.9
HKS,2023-04-22,2023-Apr,25.2,23.6,22.8
HKS,2023-04-23,2023-Apr,25.8,23.6,22.6
HKS,2023-04-24,2023-Apr,25.2,23.6,22.4
HKS,2023-04-25,2023-Apr,24.1,22.6,20.7
HKS,2023-04-26,2023-Apr,24.1,21.7,19.8
HKS,2023-04-27,2023-Apr,25.1,22.7,20.8
HKS,2023-04-28,2023-Apr,28.8,24.7,22.2
HKS,2023-04-29,2023-Apr,27.4,25.5,24
HKS,2023-04-30,2023-Apr,28.2,25.1,22.8
HKS,2023-05-01,2023-May,26,24.2,22.9
HKS,2023-05-02,2023-May,27.2,24.5,22.9
HKS,2023-05-03,2023-May,29.7,26.2,23.8
HKS,2023-05-04,2023-May,30.2,27.2,25.6
HKS,2023-05-05,2023-May,29.4,27,24.9
HKS,2023-05-06,2023-May,28.5,27.5,26.5
HKS,2023-05-07,2023-May,29.7,26,23.1
HKS,2023-05-08,2023-May,24.4,23.2,22
HKS,2023-05-09,2023-May,25.6,23.8,22.4
HKS,2023-05-10,2023-May,25.4,24,23
HKS,2023-05-11,2023-May,25.8,24.1,22.8
HKS,2023-05-12,2023-May,25.5,24.2,22.9
HKS,2023-05-13,2023-May,24.8,23.3,22.5
HKS,2023-05-14,2023-May,22.7,21.1,19.7
HKS,2023-05-15,2023-May,26,23.7,21.7
HKS,2023-05-16,2023-May,26.9,24.5,20.5
HKS,2023-05-17,2023-May,27.7,26.6,24.7
HKS,2023-05-18,2023-May,30.2,27.8,26.6
HKS,2023-05-19,2023-May,30.8,28.6,26.7
HKS,2023-05-20,2023-May,31.1,29,27.2
HKS,2023-05-21,2023-May,31.4,29.2,28.1
HKS,2023-05-22,2023-May,31.3,29.2,28
HKS,2023-05-23,2023-May,29.2,26.9,24.6
HKS,2023-05-24,2023-May,28.6,25.4,24
HKS,2023-05-25,2023-May,27.8,26.4,25.2
HKS,2023-05-26,2023-May,30.3,28,26.7
HKS,2023-05-27,2023-May,31.3,28.6,26.3
HKS,2023-05-28,2023-May,31.7,28.1,24.5
HKS,2023-05-29,2023-May,31.2,27.6,23.7
HKS,2023-05-30,2023-May,33.1,29.5,25.8
HKS,2023-05-31,2023-May,33.9,30.5,28
HKS,2023-06-01,2023-Jun,32.1,29,26.2
HKS,2023-06-02,2023-Jun,33.2,30.1,27.9
HKS,2023-06-03,2023-Jun,32.6,29.9,27.4
HKS,2023-06-04,2023-Jun,31.9,29.6,28
HKS,2023-06-05,2023-Jun,31.4,29.2,26.3
HKS,2023-06-06,2023-Jun,29.5,27.9,26.2
HKS,2023-06-07,2023-Jun,31.2,28,26.3
HKS,2023-06-08,2023-Jun,31.8,29.2,27.5
HKS,2023-06-09,2023-Jun,30.9,28.3,26.4
HKS,2023-06-10,2023-Jun,31.1,28.6,27.1
HKS,2023-06-11,2023-Jun,31.2,28.3,26
HKS,2023-06-12,2023-Jun,32,29.2,26.1
HKS,2023-06-13,2023-Jun,30.5,28.9,26.7
HKS,2023-06-14,2023-Jun,29,26.9,24.8
HKS,2023-06-15,2023-Jun,28.7,26.8,25.4
HKS,2023-06-16,2023-Jun,28,25.7,24.4
HKS,2023-06-17,2023-Jun,27.5,25.5,24
HKS,2023-06-18,2023-Jun,30.4,27.3,25.3
HKS,2023-06-19,2023-Jun,31.2,29,26.9
HKS,2023-06-20,2023-Jun,32.4,29.9,28.4
HKS,2023-06-21,2023-Jun,31.9,29.8,27.7
HKS,2023-06-22,2023-Jun,32,30,28.6
HKS,2023-06-23,2023-Jun,31.1,29.6,27.4
HKS,2023-06-24,2023-Jun,30.3,28.6,26.4
HKS,2023-06-25,2023-Jun,31.9,28.9,25.6
HKS,2023-06-26,2023-Jun,32,29,26.3
HKS,2023-06-27,2023-Jun,32.5,29.8,27.5
HKS,2023-06-28,2023-Jun,31.5,29,27
HKS,2023-06-29,2023-Jun,31.6,29.1,26.3
HKS,2023-06-30,2023-Jun,31.2,29.4,27.8
HKS,2023-07-01,2023-Jul,30.9,28.7,26.9
HKS,2023-07-02,2023-Jul,29.6,26.8,25.8
HKS,2023-07-03,2023-Jul,31.1,28.1,25.7
HKS,2023-07-04,2023-Jul,31.2,29.2,27.1
HKS,2023-07-05,2023-Jul,32.1,29.8,28.2
HKS,2023-07-06,2023-Jul,31.8,29.7,27.7
HKS,2023-07-07,2023-Jul,31.9,29.8,28.6
HKS,2023-07-08,2023-Jul,32,29.6,27.6
HKS,2023-07-09,2023-Jul,32,29.7,27.6
HKS,2023-07-10,2023-Jul,32.5,29.9,28.3
HKS,2023-07-11,2023-Jul,32.2,30,28.4
HKS,2023-07-12,2023-Jul,32.6,29.9,27.4
HKS,2023-07-13,2023-Jul,32.8,29.4,26.2
HKS,2023-07-14,2023-Jul,33.1,30.2,27.5
HKS,2023-07-15,2023-Jul,34.4,30.7,27.6
HKS,2023-07-16,2023-Jul,33.6,29.7,26.8
HKS,2023-07-17,2023-Jul,29.7,28.6,25.9
HKS,2023-07-18,2023-Jul,30.6,29.1,27.8
HKS,2023-07-19,2023-Jul,30.3,28.6,27.3
HKS,2023-07-20,2023-Jul,32,29,26.6
HKS,2023-07-21,2023-Jul,32.4,29,26.2
HKS,2023-07-22,2023-Jul,32.5,29.3,26.8
HKS,2023-07-23,2023-Jul,32.1,29.5,27
HKS,2023-07-24,2023-Jul,32.4,29.6,26.8
HKS,2023-07-25,2023-Jul,32.7,29.7,26.5
HKS,2023-07-26,2023-Jul,34.9,30.9,27.5
HKS,2023-07-27,2023-Jul,35.5,31.4,27.3
HKS,2023-07-28,2023-Jul,34.3,30.7,26.7
HKS,2023-07-29,2023-Jul,30.9,29.4,26.2
HKS,2023-07-30,2023-Jul,31.9,28.8,25.9
HKS,2023-07-31,2023-Jul,32,28.9,25.9
HKS,2023-08-01,2023-Aug,30.7,28.2,26.3
HKS,2023-08-02,2023-Aug,33.7,29.2,25.9
HKS,2023-08-03,2023-Aug,32.9,29.6,25.8
HKS,2023-08-04,2023-Aug,32.2,29.7,27.1
HKS,2023-08-05,2023-Aug,31.2,29.6,26.7
HKS,2023-08-06,2023-Aug,31.9,30.1,29.2
HKS,2023-08-07,2023-Aug,31.2,29.4,28.3
HKS,2023-08-08,2023-Aug,32,29.7,27.9
HKS,2023-08-09,2023-Aug,32.8,30.1,28
HKS,2023-08-10,2023-Aug,31.5,28.1,25.9
HKS,2023-08-11,2023-Aug,29.3,27.2,25.3
HKS,2023-08-12,2023-Aug,31.4,28.2,25.5
HKS,2023-08-13,2023-Aug,29.7,28.2,26.4
HKS,2023-08-14,2023-Aug,30.5,28.4,26.4
HKS,2023-08-15,2023-Aug,31.6,29.2,27.5
HKS,2023-08-16,2023-Aug,32.1,30.1,28.6
HKS,2023-08-17,2023-Aug,31.6,29.8,28.8
HKS,2023-08-18,2023-Aug,30.6,28.9,27.4
HKS,2023-08-19,2023-Aug,29.7,27.7,25.5
HKS,2023-08-20,2023-Aug,31,28.9,26.8
HKS,2023-08-21,2023-Aug,31.8,28.9,26.5
HKS,2023-08-22,2023-Aug,31.6,29.2,27
HKS,2023-08-23,2023-Aug,32.3,29.7,27.5
HKS,2023-08-24,2023-Aug,30.6,28.5,26.9
HKS,2023-08-25,2023-Aug,32.4,28.9,26.5
HKS,2023-08-26,2023-Aug,32.3,29.3,27.1
HKS,2023-08-27,2023-Aug,31.2,28.9,26.5
HKS,2023-08-28,2023-Aug,32.2,29.4,27.1
HKS,2023-08-29,2023-Aug,32.9,29.3,27.2
HKS,2023-08-30,2023-Aug,31.7,29.2,27.1
HKS,2023-08-31,2023-Aug,32.9,29.5,27.1
HKS,2023-09-01,2023-Sep,28.5,26.9,25.3
HKS,2023-09-02,2023-Sep,27.3,26.3,25.4
HKS,2023-09-03,2023-Sep,33.1,29.2,26.7
HKS,2023-09-04,2023-Sep,33.6,30,26.4
HKS,2023-09-05,2023-Sep,30.8,28.9,27.1
HKS,2023-09-06,2023-Sep,32.2,29.2,27
HKS,2023-09-07,2023-Sep,30.3,27.4,25.3
HKS,2023-09-08,2023-Sep,26.5,25.7,24.7
HKS,2023-09-09,2023-Sep,27,26.3,25.4
HKS,2023-09-10,2023-Sep,26.7,25.6,24.5
HKS,2023-09-11,2023-Sep,28.7,26.8,25.8
HKS,2023-09-12,2023-Sep,30.9,27.2,25.2
HKS,2023-09-13,2023-Sep,31.1,28.5,26.2
HKS,2023-09-14,2023-Sep,28.9,27,25.4
HKS,2023-09-15,2023-Sep,31.2,27.7,25.3
HKS,2023-09-16,2023-Sep,30.2,27.3,25.3
HKS,2023-09-17,2023-Sep,32.2,28.5,26.2
HKS,2023-09-18,2023-Sep,32,28.5,25.8
HKS,2023-09-19,2023-Sep,32.4,28.6,25.8
HKS,2023-09-20,2023-Sep,32.3,28.7,26.3
HKS,2023-09-21,2023-Sep,32.2,29.1,26.3
HKS,2023-09-22,2023-Sep,33.1,29.4,26.6
HKS,2023-09-23,2023-Sep,32.2,29.6,26.7
HKS,2023-09-24,2023-Sep,31.9,29.6,27.5
HKS,2023-09-25,2023-Sep,32.2,29.8,28.4
HKS,2023-09-26,2023-Sep,32.3,29.7,28.3
HKS,2023-09-27,2023-Sep,32.8,29.9,27.5
HKS,2023-09-28,2023-Sep,32.4,30,28.3
HKS,2023-09-29,2023-Sep,32.4,29.3,27.1
HKS,2023-09-30,2023-Sep,32.5,28.9,26.4
HKS,2023-10-01,2023-Oct,33.2,29.3,27
HKS,2023-10-02,2023-Oct,31.3,29.2,27.7
HKS,2023-10-03,2023-Oct,30.7,28.4,26.4
HKS,2023-10-04,2023-Oct,34.8,30.3,26.5
HKS,2023-10-05,2023-Oct,33.9,30.5,28.4
HKS,2023-10-06,2023-Oct,32.2,28.2,25.8
HKS,2023-10-07,2023-Oct,27.2,25.3,23.3
HKS,2023-10-08,2023-Oct,25.3,24.2,22.8
HKS,2023-10-09,2023-Oct,25.7,24.8,23.7
HKS,2023-10-10,2023-Oct,26.9,25.5,23.9
HKS,2023-10-11,2023-Oct,28.7,25.9,24.3
HKS,2023-10-12,2023-Oct,28.7,26,23.6
HKS,2023-10-13,2023-Oct,29.4,26.7,25.1
HKS,2023-10-14,2023-Oct,29.6,26,23.2
HKS,2023-10-15,2023-Oct,29.2,26.4,23.6
HKS,2023-10-16,2023-Oct,28,26.5,25.6
HKS,2023-10-17,2023-Oct,27.8,25.8,24.8
HKS,2023-10-18,2023-Oct,25.5,24.7,23.4
HKS,2023-10-19,2023-Oct,26.4,25.6,24.8
HKS,2023-10-20,2023-Oct,27.9,26.2,24.9
HKS,2023-10-21,2023-Oct,25.1,23.8,22.8
HKS,2023-10-22,2023-Oct,28.1,24.6,23.1
HKS,2023-10-23,2023-Oct,29.5,26,24.3
HKS,2023-10-24,2023-Oct,30,26.4,23.7
HKS,2023-10-25,2023-Oct,29.4,26.2,23.9
HKS,2023-10-26,2023-Oct,28.8,25.6,23.3
HKS,2023-10-27,2023-Oct,30.1,26.1,23.2
HKS,2023-10-28,2023-Oct,27.7,25.9,23.9
HKS,2023-10-29,2023-Oct,27.1,25.2,23.4
HKS,2023-10-30,2023-Oct,28.8,25.2,22.8
HKS,2023-10-31,2023-Oct,28.2,25.6,23
HKS,2023-11-01,2023-Nov,28.9,25.6,23.7
HKS,2023-11-02,2023-Nov,28,25.3,22.9
HKS,2023-11-03,2023-Nov,29.1,25.1,22
HKS,2023-11-04,2023-Nov,29.8,25.8,23.2
HKS,2023-11-05,2023-Nov,30.2,25.9,22.9
HKS,2023-11-06,2023-Nov,31.4,27.1,23.3
HKS,2023-11-07,2023-Nov,26.9,25.9,24.5
HKS,2023-11-08,2023-Nov,26.2,25.2,24.5
HKS,2023-11-09,2023-Nov,27.5,25.8,24.8
HKS,2023-11-10,2023-Nov,30,27,25.5
HKS,2023-11-11,2023-Nov,26.5,25.3,24.6
HKS,2023-11-12,2023-Nov,25.6,23.9,22.2
HKS,2023-11-13,2023-Nov,25,22.3,20.5
HKS,2023-11-14,2023-Nov,23.4,20.8,19.6
HKS,2023-11-15,2023-Nov,25.6,22.8,19.9
HKS,2023-11-16,2023-Nov,24.8,21.7,17.4
HKS,2023-11-17,2023-Nov,23.2,18.9,15.9
HKS,2023-11-18,2023-Nov,23.6,18.6,15.3
HKS,2023-11-19,2023-Nov,23.8,19,15.2
HKS,2023-11-20,2023-Nov,24.7,20.1,15.8
HKS,2023-11-21,2023-Nov,25.3,21,17.8
HKS,2023-11-22,2023-Nov,26.7,21.5,17.8
HKS,2023-11-23,2023-Nov,26.4,21.1,17.3
HKS,2023-11-24,2023-Nov,25.1,22.3,18
HKS,2023-11-25,2023-Nov,25,22,19.8
HKS,2023-11-26,2023-Nov,26.5,21.5,17.5
HKS,2023-11-27,2023-Nov,27.2,21.2,17.1
HKS,2023-11-28,2023-Nov,25.9,22.3,18.5
HKS,2023-11-29,2023-Nov,24.2,23,21
HKS,2023-11-30,2023-Nov,26.2,24.2,22.6
HKS,2023-12-01,2023-Dec,24.7,21.8,19.9
HKS,2023-12-02,2023-Dec,21.6,20,18.4
HKS,2023-12-03,2023-Dec,24,21.5,20.5
HKS,2023-12-04,2023-Dec,24,21.3,19
HKS,2023-12-05,2023-Dec,24.1,21,18.5
HKS,2023-12-06,2023-Dec,23.3,21.1,19.1
HKS,2023-12-07,2023-Dec,26.2,20,15.4
HKS,2023-12-08,2023-Dec,25.3,20.8,15.8
HKS,2023-12-09,2023-Dec,25.9,23.2,20.7
HKS,2023-12-10,2023-Dec,27.2,24.2,21.7
HKS,2023-12-11,2023-Dec,27.8,23.9,21.3
HKS,2023-12-12,2023-Dec,28.3,23.8,20.2
HKS,2023-12-13,2023-Dec,23.6,22.4,21.5
HKS,2023-12-14,2023-Dec,25.4,23.8,21.9
HKS,2023-12-15,2023-Dec,29.3,25.2,23.1
HKS,2023-12-16,2023-Dec,24.1,19.6,14
HKS,2023-12-17,2023-Dec,15.2,13.9,12.3
HKS,2023-12-18,2023-Dec,19.4,17.5,14.9
HKS,2023-12-19,2023-Dec,19.6,17.3,15
HKS,2023-12-20,2023-Dec,16.2,14.1,11.1
HKS,2023-12-21,2023-Dec,12.9,11.3,10.5
HKS,2023-12-22,2023-Dec,13.1,11,9.4
HKS,2023-12-23,2023-Dec,15.3,11.5,8.5
HKS,2023-12-24,2023-Dec,19.6,13.9,9.6
HKS,2023-12-25,2023-Dec,20.5,14.7,11.4
HKS,2023-12-26,2023-Dec,20.9,16.1,11.5
HKS,2023-12-27,2023-Dec,22.6,18.8,16.2
HKS,2023-12-28,2023-Dec,23.8,19.9,17.5
HKS,2023-12-29,2023-Dec,21.8,19,16
HKS,2023-12-30,2023-Dec,23.4,20.4,17.9
HKS,2023-12-31,2023-Dec,25,21,16.5
HKS,2024-01-01,2024-Jan,22.2,20,18.6
HKS,2024-01-02,2024-Jan,21.7,18.6,15.9
HKS,2024-01-03,2024-Jan,23,18.9,15.7
HKS,2024-01-04,2024-Jan,20.5,16.9,14.3
HKS,2024-01-05,2024-Jan,23.1,18.5,15.3
HKS,2024-01-06,2024-Jan,23.7,18.7,15
HKS,2024-01-07,2024-Jan,22.7,19.8,17
HKS,2024-01-08,2024-Jan,21.9,19.4,17.7
HKS,2024-01-09,2024-Jan,23.8,20,16.8
HKS,2024-01-10,2024-Jan,23.8,20.1,17.7
HKS,2024-01-11,2024-Jan,22,18.7,16.1
HKS,2024-01-12,2024-Jan,21.8,18.1,16
HKS,2024-01-13,2024-Jan,22.9,19.7,16.5
HKS,2024-01-14,2024-Jan,24.5,20.6,17.6
HKS,2024-01-15,2024-Jan,25.7,20.5,16.2
HKS,2024-01-16,2024-Jan,20.7,18.7,17.3
HKS,2024-01-17,2024-Jan,21.8,19.8,17.7
HKS,2024-01-18,2024-Jan,26,21.6,18
HKS,2024-01-19,2024-Jan,24.5,20.5,16.2
HKS,2024-01-20,2024-Jan,24.8,20.4,17
HKS,2024-01-21,2024-Jan,22.3,19.3,16.6
HKS,2024-01-22,2024-Jan,18.3,15.3,10.3
HKS,2024-01-23,2024-Jan,10.9,8.2,6.6
HKS,2024-01-24,2024-Jan,13.2,9.6,6.8
HKS,2024-01-25,2024-Jan,15.9,12.7,10.2
HKS,2024-01-26,2024-Jan,18.4,15.1,12.3
HKS,2024-01-27,2024-Jan,18.8,15.8,13.3
HKS,2024-01-28,2024-Jan,15.9,14.1,12.4
HKS,2024-01-29,2024-Jan,18.5,16.3,14.4
HKS,2024-01-30,2024-Jan,21,19.1,17.3
HKS,2024-01-31,2024-Jan,22.4,20.4,18.7
HKS,2024-02-01,2024-Feb,26.4,22.1,19.7
HKS,2024-02-02,2024-Feb,27.1,22.3,19
HKS,2024-02-03,2024-Feb,23.7,20.3,18.2
HKS,2024-02-04,2024-Feb,24,21.3,20
HKS,2024-02-05,2024-Feb,22.2,20.8,20
HKS,2024-02-06,2024-Feb,21.8,19.6,18.1
HKS,2024-02-07,2024-Feb,19.5,17.5,15
HKS,2024-02-08,2024-Feb,15,13.7,12.1
HKS,2024-02-09,2024-Feb,15.2,13.2,11.6
HKS,2024-02-10,2024-Feb,19.5,14,10.9
HKS,2024-02-11,2024-Feb,23.5,16.3,9.1
HKS,2024-02-12,2024-Feb,21.7,18.2,14.4
HKS,2024-02-13,2024-Feb,24.2,19.9,17
HKS,2024-02-14,2024-Feb,25.9,21.2,18
HKS,2024-02-15,2024-Feb,25.8,21.2,17.8
HKS,2024-02-16,2024-Feb,22.5,19.5,17
HKS,2024-02-17,2024-Feb,22.3,19.9,18
HKS,2024-02-18,2024-Feb,26.2,22.8,20.7
HKS,2024-02-19,2024-Feb,24.9,22.5,20.4
HKS,2024-02-20,2024-Feb,26.2,23.9,22.3
HKS,2024-02-21,2024-Feb,26.1,23.7,20.9
HKS,2024-02-22,2024-Feb,27.4,23.6,20.9
HKS,2024-02-23,2024-Feb,22.8,20.5,19.1
HKS,2024-02-24,2024-Feb,21.9,18.8,17.1
HKS,2024-02-25,2024-Feb,21.2,18,16
HKS,2024-02-26,2024-Feb,21.3,18.6,16.5
HKS,2024-02-27,2024-Feb,19,17.6,16.4
HKS,2024-02-28,2024-Feb,20.3,18.8,17.5
HKS,2024-02-29,2024-Feb,23.6,19.4,16.4
HKS,2024-03-01,2024-Mar,16.3,13.7,10.5
HKS,2024-03-02,2024-Mar,14.9,12.4,9.6
HKS,2024-03-03,2024-Mar,19.2,16.8,14
HKS,2024-03-04,2024-Mar,24.3,21.3,18
HKS,2024-03-05,2024-Mar,25.6,23.9,22.2
HKS,2024-03-06,2024-Mar,26.9,23.8,20.2
HKS,2024-03-07,2024-Mar,20.2,18.7,16.9
HKS,2024-03-08,2024-Mar,21.8,18.6,14.8
HKS,2024-03-09,2024-Mar,19.2,16.6,14.9
HKS,2024-03-10,2024-Mar,17,16.1,15.4
HKS,2024-03-11,2024-Mar,18.5,17.4,15.7
HKS,2024-03-12,2024-Mar,23.3,19.5,14.9
HKS,2024-03-13,2024-Mar,22.2,20,18.6
HKS,2024-03-14,2024-Mar,22.4,20.2,18.7
HKS,2024-03-15,2024-Mar,22.3,20.7,19.8
HKS,2024-03-16,2024-Mar,24.3,21.9,20.2
HKS,2024-03-17,2024-Mar,26.9,23,20.3
HKS,2024-03-18,2024-Mar,24.1,21,19.9
HKS,2024-03-19,2024-Mar,23.9,21.2,19.9
HKS,2024-03-20,2024-Mar,23.6,20.9,18.2
HKS,2024-03-21,2024-Mar,23.2,20.6,17.4
HKS,2024-03-22,2024-Mar,26.3,23.3,21
HKS,2024-03-23,2024-Mar,27.3,24.6,22.8
HKS,2024-03-24,2024-Mar,29.1,25.6,22.9
HKS,2024-03-25,2024-Mar,28.9,25.2,22.7
HKS,2024-03-26,2024-Mar,29.2,25.5,21.9
HKS,2024-03-27,2024-Mar,25,22.5,20.6
HKS,2024-03-28,2024-Mar,27.7,24.5,22.4
HKS,2024-03-29,2024-Mar,28.2,24.9,22.7
HKS,2024-03-30,2024-Mar,28.1,25.5,23.6
HKS,2024-03-31,2024-Mar,26.8,25.9,25.3
HKS,2024-04-01,2024-Apr,28.3,26.5,25.4
HKS,2024-04-02,2024-Apr,27.9,26.4,25.5
HKS,2024-04-03,2024-Apr,29.2,26.9,25.5
HKS,2024-04-04,2024-Apr,29.2,26.8,25.9
HKS,2024-04-05,2024-Apr,28.3,26.5,24.8
HKS,2024-04-06,2024-Apr,25.7,24.6,23.8
HKS,2024-04-07,2024-Apr,27.5,26,24.8
HKS,2024-04-08,2024-Apr,28.2,25.8,24.1
HKS,2024-04-09,2024-Apr,24.5,23.1,21.7
HKS,2024-04-10,2024-Apr,26.6,23.7,21.9
HKS,2024-04-11,2024-Apr,28.8,24.8,22.5
HKS,2024-04-12,2024-Apr,27.4,24.5,21.4
HKS,2024-04-13,2024-Apr,29.4,25.7,22.2
HKS,2024-04-14,2024-Apr,29.3,26.9,24.6
HKS,2024-04-15,2024-Apr,28.9,26.9,25.1
HKS,2024-04-16,2024-Apr,29.9,27,24
HKS,2024-04-17,2024-Apr,29.6,27.7,26
HKS,2024-04-18,2024-Apr,28.7,26.7,24.6
HKS,2024-04-19,2024-Apr,28.5,27.3,26.6
HKS,2024-04-20,2024-Apr,29.5,27.2,22.9
HKS,2024-04-21,2024-Apr,27.2,23.6,20.5
HKS,2024-04-22,2024-Apr,27.1,24.6,22.3
HKS,2024-04-23,2024-Apr,26.3,24.7,23.7
HKS,2024-04-24,2024-Apr,27.2,25.9,24.1
HKS,2024-04-25,2024-Apr,28.1,26.8,25.8
HKS,2024-04-26,2024-Apr,28.1,27.1,25
HKS,2024-04-27,2024-Apr,29,27.9,27.1
HKS,2024-04-28,2024-Apr,27.7,25.6,23.4
HKS,2024-04-29,2024-Apr,28.9,27.5,25.1
HKS,2024-04-30,2024-Apr,29.2,27.5,22.2
HKS,2024-05-01,2024-May,24.2,23.3,22.4
HKS,2024-05-02,2024-May,26.2,24.7,22.7
HKS,2024-05-03,2024-May,25.7,24.9,23.8
HKS,2024-05-04,2024-May,26.5,24.3,22.1
HKS,2024-05-05,2024-May,28.8,25.5,22.1
HKS,2024-05-06,2024-May,30.5,27,23.6
HKS,2024-05-07,2024-May,30.6,27.2,24.8
HKS,2024-05-08,2024-May,29.9,26.7,24.3
HKS,2024-05-09,2024-May,28.3,26,25
HKS,2024-05-10,2024-May,27.2,25.6,24.3
HKS,2024-05-11,2024-May,30.6,27.3,25
HKS,2024-05-12,2024-May,29.7,26.9,24.8
HKS,2024-05-13,2024-May,29.5,26.1,23.5
HKS,2024-05-14,2024-May,27.7,25.3,23.1
HKS,2024-05-15,2024-May,30.4,26.2,23
HKS,2024-05-16,2024-May,28.3,25.9,22.7
HKS,2024-05-17,2024-May,28.7,26,23.3
HKS,2024-05-18,2024-May,28.5,26.3,24.8
HKS,2024-05-19,2024-May,26.8,25.4,24.3
HKS,2024-05-20,2024-May,25.9,24.7,23.9
HKS,2024-05-21,2024-May,27.5,25.6,24.4
HKS,2024-05-22,2024-May,27.2,25.9,24.9
HKS,2024-05-23,2024-May,28.8,26.2,24.9
HKS,2024-05-24,2024-May,26.2,25.4,24.8
HKS,2024-05-25,2024-May,29.3,26.8,24.8
HKS,2024-05-26,2024-May,28.9,27.2,25.5
HKS,2024-05-27,2024-May,28.8,27.7,26.9
HKS,2024-05-28,2024-May,31.7,27.9,25.7
HKS,2024-05-29,2024-May,27.4,25.8,24.7
HKS,2024-05-30,2024-May,27.2,25.9,24.1
HKS,2024-05-31,2024-May,29.2,27.3,25.8
HKS,2024-06-01,2024-Jun,28.5,26.7,25.5
HKS,2024-06-02,2024-Jun,30.4,27.6,25.5
HKS,2024-06-03,2024-Jun,27.1,25.4,24.1
HKS,2024-06-04,2024-Jun,26.1,24.6,23.2
HKS,2024-06-05,2024-Jun,26.5,24.9,23.6
HKS,2024-06-06,2024-Jun,29.4,26.6,25.1
HKS,2024-06-07,2024-Jun,27.2,26.3,25.5
HKS,2024-06-08,2024-Jun,29.7,26.8,24.9
HKS,2024-06-09,2024-Jun,28.3,26.6,25.3
HKS,2024-06-10,2024-Jun,29.9,28,26
HKS,2024-06-11,2024-Jun,30,28.5,26.9
HKS,2024-06-12,2024-Jun,30.7,29,28.3
HKS,2024-06-13,2024-Jun,30.4,29.3,28.5
HKS,2024-06-14,2024-Jun,29.8,29.1,28.3
HKS,2024-06-15,2024-Jun,29.4,27.6,24.5
HKS,2024-06-16,2024-Jun,30,28.1,24.7
HKS,2024-06-17,2024-Jun,31.2,29.3,27.6
HKS,2024-06-18,2024-Jun,31.4,29.5,27.6
HKS,2024-06-19,2024-Jun,31.6,29.7,27.9
HKS,2024-06-20,2024-Jun,31.8,29.6,26.4
HKS,2024-06-21,2024-Jun,32.3,30.4,27.6
